title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe
Clarifying Aroma Complex,de,https://image.labiosthetique.com/i/square-1440/m2-product:clarifying_aroma_complex_384894_10ml_06a3f1c.jpg/feed-media.jpg,https://www.labiosthetique.de/clarifying-aroma-complex,/clarifying-aroma-complex,003081,"Das aromatisch duftende Konzentrat aus ausgesuchten etherischen Ölen wirkt klärend auf Haut und Seele. Das Hautbild bei fettiger, unreiner Haut erscheint ausgeglichen und sichtbar reiner. Für alle Liebhaber von Visarôme Intoxiné wird dies Ihr neues Lieblingsprodukt.","36,00 €","3.600,00 € / 1 l",10 ml,Hautpflege,Aroma Complex zur Energetisierung der Gesichtshaut. Täglich oder mehrmals wöchentlich 2-3 Tropfen nach der Reinigung auf der Gesichtshaut verteilen und leicht mit den Fingerkuppen einmassieren. Kann auch punktuell an den Energiepunkten im Gesicht angewendet werden.,"DICAPRYLYL CARBONATE, ALCOHOL DENAT., PARFUM (FRAGRANCE), LIMONENE, CITRUS AURANTIUM PEEL OIL, CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL, CINNAMOMUM ZEYLANICUM BARK OIL, LINALOOL, LINALYL ACETATE, TOCOPHEROL, CINNAMAL, PINENE, CITRUS LIMON (LEMON) PEEL OIL, TERPINEOL, EUGENOL, ROSE FLOWER OIL/EXTRAKT, BETA-CARYOPHYLLENE, ANTHEMIS NOBILIS FLOWER OIL, ROSA DAMASCENA FLOWER EXTRACT, CARVONE, CINNAMYL ALCOHOL, ALPHA-TERPINENE, CITRAL, GERANIOL, BENZYL BENZOATE"
Balancing Lipokerine A Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:balancing_lipokerine_a_shampoo_408067_100ml_c6828ca.jpg/feed-media.jpg,https://www.labiosthetique.de/balancing-lipokerine-a-shampoo?childSku=4040218890846,/balancing-lipokerine-a-shampoo?childSku=4040218890846,120679,"Das ausgleichende Shampoo reinigt ebenso schonend wie gründlich, befreit die Kopfhaut von überschüssigem Talg, reguliert die Talgproduktion und verhindert das schnelle Nachfetten der Haare. Kopfhaut und Haar erhalten ein sofortiges Frischegefühl. Für alle Liebhaber von Shampooing Lipokerine A wird dies Ihr neues Lieblingsprodukt.","16,00 €","160,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Gleichmäßig im feuchten Haar und auf der Kopfhaut verteilen, kurz einwirken lassen und gründlich ausspülen.","AQUA (WATER), SODIUM LAURETH SULFATE, LAURYL GLUCOSIDE , SODIUM LAUROYL OAT AMINO ACIDS, CAPRYLYL/CAPRYL GLUCOSIDE, GLYCERIN, SODIUM BENZOATE, PARFUM (FRAGRANCE), LACTIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, PEG-7 GLYCERYL COCOATE, HYDROXYPROPYL OXIDIZED STARCH PG-TRIMONIUM CHLORIDE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, SODIUM CITRATE, PHENOXYETHANOL, SARCOSINE, STARCH HYDROXYPROPYLTRIMONIUM CHLORIDE, TETRASODIUM EDTA, OCTYLDODECANOL, SODIUM LACTATE, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, PINENE, BENZOIC ACID, POLYSORBATE 20, SODIUM CHLORIDE, UREA, ETHYLHEXYLGLYCERIN, LEVULINIC ACID, LEPTOSPERMUM SCOPARIUM BRANCH/LEAF OIL, P-ANISIC ACID, MAGNOLIA OFFICINALIS BARK EXTRACT, PIPER NIGRUM (PEPPER) SEED EXTRACT"
Sun Care Cream Sensitive SPF 50+,de,https://image.labiosthetique.com/i/square-1440/m2-product:sun_care_cream_sensitive_spf_50_413099_200ml_02b05c1.jpg/feed-media.jpg,https://www.labiosthetique.de/sun-care-cream-sensitive-50?childSku=4040218891546,/sun-care-cream-sensitive-50?childSku=4040218891546,002354,"Mit einer Kombination aus effektiven, hoch dosierten UV-Filtern und zellaktiven natürlichen Wirkstoffen schützt die wasserfeste, parfümfreie Creme die Haut vor sonnenbedingter Schädigung.","48,00 €","240,00 € / 1 l",200 ml,Hautpflege,"Vor der Sonnenexposition großzügig auf die Haut auftragen, auch an schwer erreichbaren Stellen, und einziehen lassen. Geringe Auftragsmengen reduzieren die Schutzleistung erheblich.","AQUA (WATER), PROPYLHEPTYL CAPRYLATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, C12-15 ALKYL BENZOATE, DIISOPROPYL ADIPATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL (NANO), TRIS-BIPHENYL TRIAZINE (NANO), SORBITOL, ETHYLHEXYL TRIAZONE, TRIMETHYLPENTANEDIOL/ADIPIC ACID/GLYCERIN CROSSPOLYMER, CERA ALBA (BEESWAX), C14-22 ALCOHOLS, SODIUM STEAROYL LACTYLATE, ETHYL FERULATE, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , SODIUM STEAROYL GLUTAMATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, DECYL GLUCOSIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, HYDROXYACETOPHENONE, C12-20 ALKYL GLUCOSIDE, TROMETHAMINE, SODIUM POLYPHOSPHATE, XANTHAN GUM, BUTYLENE GLYCOL, DISODIUM PHOSPHATE, PROPYLENE GLYCOL, TOCOPHEROL, PHENOXYETHANOL, BENZOIC ACID, DEHYDROACETIC ACID"
Bürste Ceramic C-2000,de,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_c_2000_247427_1St_ck_49771e0.jpg/feed-media.jpg,https://www.labiosthetique.de/keramikbuerste-c-2000,/keramikbuerste-c-2000,042597,"Diese Bürste werden Sie lieben: Keramikbürste mit ionisierenden Borsten für eine antistatische Wirkung, mehr Glanz, schnelles Trocknen und mehr Volumen.","49,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Das Haar halbtrocken föhnen und anschließend strähnenweise die Bürste am Haaransatz ansetzen, unter Spannung halten und den Föhn auf den Bürstenkörper richten. Das Haar erst auf hoher Stufe und für einen längeren Halt anschließend kalt föhnen.",
Shape Clay,de,https://image.labiosthetique.com/i/square-1440/m2-product:shape_clay_368323_75ml_a852fa0.jpg/feed-media.jpg,https://www.labiosthetique.de/shape-clay,/shape-clay,110166,Formgebende Stylingpaste für seidenmatte und griffige Looks.,"26,00 €","346,67 € / 1 l",75 ml,Styling,"Shape Clay ins trockene Haar einarbeiten, um die ganze Frisur oder einzelne Strähnen zu akzentuieren.","AQUA (WATER), CETEARYL ALCOHOL, LANOLIN CERA (LANOLIN WAX), PROPYLENE GLYCOL, LANOLIN ALCOHOL, GLYCERYL STEARATE, KAOLIN, PEG-8 BEESWAX, PVP, CERA ALBA (BEESWAX), PEG-40 HYDROGENATED CASTOR OIL, PHENOXYETHANOL, DIMETHICONE, PARFUM (FRAGRANCE), TROMETHAMINE, LACTIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ACRYLATES/STEARETH-20 METHACRYLATE COPOLYMER, ETHYLHEXYLGLYCERIN, TETRASODIUM EDTA, HEXAMETHYLINDANOPYRAN, LIMONENE, LINALYL ACETATE, PINENE, LINALOOL, CITRONELLOL, SODIUM LAURYL SULFATE, CITRUS LIMON PEEL OIL, GERANIOL, CITRAL, TOCOPHEROL"
Mattifying Grip Spray,de,https://image.labiosthetique.com/i/square-1440/m2-product:mattifying_grip_spray_398117_100ml_dfd1f55.jpg/feed-media.jpg,https://www.labiosthetique.de/mattifying-grip-spray,/mattifying-grip-spray,110144,"Die mikrofeine Sprühformel sorgt für griffiges Ansatzvolumen, Struktur und ein mattes Finish.","29,00 €","290,00 € / 1 l",100 ml,Styling,"Vor Gebrauch gut schütteln. Gleichmäßig ins trockene Haar sprühen, trocknen lassen oder kurz anföhnen.","AQUA (WATER), ALCOHOL DENAT., GLYCERIN, SILICA, LITHIUM MAGNESIUM SODIUM SILICATE, SILICA SILYLATE, PEG-12 DIMETHICONE, PARFUM (FRAGRANCE), TETRASODIUM PYROPHOSPHATE, MAGNESIUM SULFATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, LINALYL ACETATE, GERANIOL, CITRONELLOL"
Revitalising Capsules,de,https://image.labiosthetique.com/i/square-1440/m2-product:revitalising_capsules_389019_7Kapseln_5da1b36.jpg/feed-media.jpg,https://www.labiosthetique.de/revitalising-capsules?childSku=4040218872545,/revitalising-capsules?childSku=4040218872545,002351,"Die Revitalising Capsules komplettieren das ausgewogene Pflegekonzept von Méthode Régénérante. Jede Lipid-Kapsel enthält einen hochwirksamen Cocktail wertvoller Öle, die tiefenwirksam revitalisieren, intensiv pflegen und ein seidiges Hautgefühl verleihen. Für alle Liebhaber von La Capsule wird dies Ihr neues Lieblingsprodukt.","16,50 €",,7 capsules,Hautpflege,"Eine Kapsel öffnen und das enthaltene Pflegeöl mit den Fingerspitzen sanft auf die gereinigte, tonisierte Haut auftragen. Bei trockener Haut täglich morgens und/oder abends den Inhalt einer Kapsel auftragen. Bei normaler Haut 2- bis 4-mal wöchentlich morgens oder abends anwenden. Bei fettiger Haut 1- bis 2-mal wöchentlich abends anwenden. Bei Bedarf kann nach einigen Minuten Einwirkzeit eine zusätzliche Pflege oder Make-up aufgetragen werden.","C9-12 ALKANE, C13-15 ALKANE, MACADAMIA INTEGRIFOLIA SEED OIL, COCO-CAPRYLATE/CAPRATE, DIMETHICONOL, BORAGO OFFICINALIS SEED OIL, ALARIA ESCULENTA EXTRACT, CRAMBE ABYSSINICA SEED OIL, BETA-CAROTENE, XANTHOPHYLL, TOCOPHEROL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, PARFUM (FRAGRANCE), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ALPHA-ISOMETHYL IONONE, GERANIOL, BENZYL ALCOHOL, PINENE, LIMONENE, LINALOOL, LINALYL ACETATE, CITRONELLOL, HEXYL CINNAMAL, POGOSTEMON CABLIN OIL"
Eyeshadow Pen Tropical Breeze,de,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_tropical_breeze_411719_1_4g_77a387f.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218889345,/eyeshadow-pen?childSku=4040218889345,016395,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt","23,50 €",,"1,4 g",Make-Up,Den Eyeshadow Pen als Lidschatten auf das gesamte Oberlid oder als Eyeliner entlang des Wimpernkranzes auftragen. Mit den Fingern oder einem Pinsel lässt sich die Farbe auch einfach verblenden. Tipp: Für Smokey Eyes den Lidschatten am äußeren Lidrand intensiver auftragen und nach oben hin verblenden.,"DIMETHICONE, MICA, SILICA, CI 77891 (TITANIUM DIOXIDE), ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77491 (IRON OXIDES), CI 77510 (FERRIC FERROCYANIDE), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 42090 (BLUE 1 LAKE), CI 19140 (YELLOW 5 LAKE), CI 77492 (IRON OXIDES), CI 77288 (CHROMIUM OXIDE GREEN), ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE/METHICONE CROSSPOLYMER"
Long Hair  Silky Detangling Spray,de,https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_silky_detangling_spray_418090_100ml_cb167af.jpg/feed-media.jpg,https://www.labiosthetique.de/long-hair-silky-detangling-spray,/long-hair-silky-detangling-spray,120656,"Die innovative Leave-in Sprühpflege entwirrt langes Haar sofort und verbessert die Kämmbarkeit in feuchtem und trockenem Haar. Sie schützt vor Haarbruch, Frizz und Stylinghitze und bewahrt die Haarstruktur selbst bei nächtlicher Reibung.","29,00 €","290,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,Je nach Bedarf ins handtuchtrockene oder trockene Haar sprühen. Nicht ausspülen. Ideal auch als Pflege über Nacht.,"AQUA (WATER), PROPYLENE GLYCOL, DICAPRYLYL CARBONATE, CETEARYL ALCOHOL, GLYCERYL STEARATE, PHENOXYETHANOL, HYDROLYZED OAT PROTEIN, GLYCERIN, CARYODENDRON ORINOCENSE SEED OIL, OLEA EUROPAEA (OLIVE) LEAF EXTRACT, GLYCERYL OLEATE, PARFUM (FRAGRANCE), OLEA EUROPAEA FRUIT OIL, FRUCTOOLIGOSACCHARIDES, ETHYLHEXYLGLYCERIN, BETA VULGARIS (BEET) ROOT EXTRACT, PENTYLENE GLYCOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ACACIA SENEGAL GUM, XANTHAN GUM, ILEX PARAGUARIENSIS LEAF EXTRACT, LIMONENE, ALPHA-ISOMETHYL IONONE, BENZYL ALCOHOL, POTASSIUM SORBATE, SODIUM BENZOATE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CYCLODEXTRIN, POTASSIUM LACTATE, CITRIC ACID, LINALOOL, LACTIC ACID, LINALYL ACETATE, PINENE, CITRONELLOL, GERANIOL, TERPINEOL, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, TOCOPHEROL, PHYTIC ACID, BENZYL ALCOHOL"
Spa Wellness Hair Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_wellness_hair_shampoo_329921_50ml_cb8b736.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-wellness-hair-shampoo?childSku=4040218855944,/spa-wellness-hair-shampoo?childSku=4040218855944,120716,Wellness-Shampoo für die tägliche Haarwäsche,"9,50 €","190,00 € / 1 l",50 ml,Haar- & Kopfhautpflege,Eine haselnussgroße Menge im feuchten Haar verteilen und aufschäumen. Die Kopfhaut dabei mit den Fingerspitzen massieren. Mit reichlich warmem Wasser ausspülen.,"AQUA (WATER), LAURYL GLUCOSIDE , SODIUM LAURETH SULFATE, SODIUM LAUROYL OAT AMINO ACIDS, PARFUM (FRAGRANCE), BETAINE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, FRUCTOOLIGOSACCHARIDES, ALPHA-GLUCAN OLIGOSACCHARIDE, BETA VULGARIS (BEET) ROOT EXTRACT, INULIN, MARIS SAL (SEA SALT), PHENOXYETHANOL, SODIUM BENZOATE, SODIUM GLUCONATE, SODIUM LACTATE, COCO-GLUCOSIDE , GLYCERYL OLEATE, LACTIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, TROMETHAMINE, LIMONENE, SODIUM CITRATE, BENZOIC ACID, CITRUS LIMON PEEL OIL, SODIUM POLYPHOSPHATE, CITRUS AURANTIUM PEEL OIL, DEHYDROACETIC ACID, CITRIC ACID, POTASSIUM LACTATE, TETRASODIUM EDTA, PINENE, CITRAL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, HYDROGENATED VEGETABLE GLYCERIDES CITRATE, LECITHIN, ASCORBYL PALMITATE"
Spa Rich Firming Body Butter,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_rich_firming_body_butter_329719_200ml_efe4835.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-rich-firming-body-butter,/spa-rich-firming-body-butter,002544,Reichhaltige Kontur formende Körperbutter,"48,00 €","240,00 € / 1 l",200 ml,Hautpflege,Die reichhaltige Kontur formende Körperbutter täglich nach dem Duschen oder Baden auf die Körperhaut auftragen und sanft kreisend einmassieren.,"AQUA (WATER), BUTYROSPERMUM PARKII (SHEA) BUTTER, HYDROGENATED COCO-GLYCERIDES, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ALCOHOL, GLYCERYL STEARATE, COCOS NUCIFERA (COCONUT) OIL, DIPROPYLENE GLYCOL, STEARIC ACID, PARFUM (FRAGRANCE), SODIUM LAUROYL GLUTAMATE, HYDROXYPROPYL METHYLCELLULOSE, CETYL PALMITATE, COCOGLYCERIDES, XANTHAN GUM, PHENOXYETHANOL, PULLULAN, MARIS AQUA (SEA WATER), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, GLYCERIN, FRUCTAN, CYNARA SCOLYMUS LEAF EXTRACT, BENZOIC ACID, DECYL GLUCOSIDE, TOCOPHEROL, CITRUS LIMON (LEMON) PEEL OIL, LIMONENE, BENZYL SALICYLATE, DEHYDROACETIC ACID, HEXADECANOLACTONE, PHENETHYL ALCOHOL, PORPHYRIDIUM CRUENTUM EXTRACT, ALPHA-ISOMETHYL IONONE, CITRIC ACID, LAMINARIA DIGITATA EXTRACT, PINENE, GLUCOSE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CHLORELLA VULGARIS EXTRACT, CITRAL, LINALOOL, SACCHARIDE ISOMERATE, FARNESOL, CAFFEINE, ETHYLHEXYLGLYCERIN, XANTHINE"
Styling Fluid,de,https://image.labiosthetique.com/i/square-1440/m2-product:styling_fluid_398081_250ml_05c8ac2.jpg/feed-media.jpg,https://www.labiosthetique.de/styling-fluid-1,/styling-fluid-1,110611,"Festigungsfluid für elastischen Halt, optimale Formbarkeit und ein perfekt definiertes Finish.","28,00 €","112,00 € / 1 l",250 ml,Styling,Styling Fluid gleichmäßig oder partiell ins feuchte Haar geben und mit den Händen oder dem Kamm einarbeiten. Anschließend in Form föhnen oder lufttrocknen lassen.,"AQUA (WATER), POLYQUATERNIUM-37, HEXYLENE GLYCOL , POLYQUATERNIUM-11, PEG-40 HYDROGENATED CASTOR OIL, PHENOXYETHANOL, PARFUM (FRAGRANCE), PANTHENOL, POLYQUATERNIUM-7, HYDROLYZED WHEAT PROTEIN, ETHYLHEXYLGLYCERIN, TETRASODIUM EDTA, ISOPROPYL ALCOHOL, LACTIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, CITRIC ACID, SODIUM BENZOATE, LINALYL ACETATE, GERANIOL, CITRONELLOL, PINENE, COUMARIN, ANISE ALCOHOL, DIMETHYL PHENETHYL ACETATE, TOCOPHEROL"
Automatic Pencil for Eyes K28 Indigo,de,https://image.labiosthetique.com/i/square-1440/m2-product:automatic_pencil_for_eyes_k28_indigo_342833_0_35g_7ab6414.jpg/feed-media.jpg,https://www.labiosthetique.de/automatic-pencil-for-eyes?childSku=4040218883244,/automatic-pencil-for-eyes?childSku=4040218883244,017371,Der wasserfeste Lidstift sorgt mit seiner unschlagbaren Textur für farbintensive und lang anhaltende Augenblicke.,"24,50 €",,"0,35 g",Make-Up,"Automatic Pencil for Eyes aus der Automatikhülle herausdrehen und die Augen, je nach Wunsch und Augenform, am unteren und/oder oberen Wimpernansatz akzentuieren. Achtung: der Stift kann nicht zurückgedreht werden!","MICA, C9-12 ALKANE, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, CI 77510 (FERRIC FERROCYANIDE), SUCROSE TETRASTEARATE TRIACETATE, HYDROGENATED CASTOR OIL, SYNTHETIC WAX, CI 77891 (TITANIUM DIOXIDE), CI 77007 (ULTRAMARINES), COPERNICIA CERIFERA CERA (CARNAUBA WAX), CI 77499 (IRON OXIDES), POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, SILICA, DISTEARDIMONIUM HECTORITE, TOCOPHEROL, KAOLIN, PROPYLENE CARBONATE, CI 77492 (IRON OXIDES)"
Curl Activating Repair Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:curl_activating_repair_mask_247193_100ml_be7cadb.jpg/feed-media.jpg,https://www.labiosthetique.de/curl-activating-repair-mask,/curl-activating-repair-mask,120367,Die intensiv pflegende Haarmaske repariert und stabilisiert die Lockenstruktur mit natürlichen Nährstoffen und schützt die Haaroberfläche vor Witterungs- und Umwelteinflüssen.,"23,50 €","235,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Gleichmäßig im gewaschenen Haar verteilen, 10 Minuten einwirken lassen und anschließend gründlich ausspülen.","AQUA (WATER), CETEARYL ALCOHOL, PENTYLENE GLYCOL, BEHENTRIMONIUM METHOSULFATE, PANTHENOL, DIMETHYLPABAMIDOPROPYL LAURDIMONIUM TOSYLATE, PHYTANTRIOL, BENZOIC ACID, PARFUM (FRAGRANCE), CETRIMONIUM CHLORIDE, CITRUS AURANTIUM DULCIS PEEL CERA (ORANGE PEEL WAX), HYDROLYZED WHEAT PROTEIN, SODIUM POLYPHOSPHATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRIC ACID, LINALOOL, HEXAMETHYLINDANOPYRAN, SODIUM BENZOATE"
Rich Micellar Cleansing Cream,de,https://image.labiosthetique.com/i/square-1440/m2-product:rich_micellar_cleansing_cream_382753_200ml_e9997a3.jpg/feed-media.jpg,https://www.labiosthetique.de/rich-micellar-cleansing-cream,/rich-micellar-cleansing-cream,004482,"Die unkomplizierte, aber gründliche Mizellenreinigung mit der Rich Micellar Cleansing Cream befreit die Haut sanft von Schmutz und Make-up und hinterlässt ein gepflegtes Hautgefühl. Für alle Liebhaber von Clair de Teint Jeunesse wird dies Ihr neues Lieblingsprodukt.","36,50 €","182,50 € / 1 l",200 ml,Hautpflege,"Rich Micellar Cleansing Cream morgens und abends gleichmäßig auf Gesicht, Hals und Dekolleté auftragen. Mit etwas Wasser entsteht eine zarte, cremige Emulsion, die alle Schmutzpartikel aufnimmt. Nach gründlichem Abspülen hinterlässt sie ein gepflegtes und entspanntes Hautgefühl.","AQUA (WATER), GLYCOLIPIDS, CETEARYL ALCOHOL, HYDROGENATED CASTOR OIL, PALMITIC ACID, STEARIC ACID, SORBITOL, CAESALPINIA SPINOSA GUM, PHENOXYETHANOL, DECYL OLEATE, C12-16 ALCOHOLS, HYDROGENATED LECITHIN, PARFUM (FRAGRANCE), ARGININE, BENZOIC ACID, ETHYLHEXYLGLYCERIN, DEHYDROACETIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ALPHA-ISOMETHYL IONONE, TOCOPHEROL"
Bürste Ceramic & Ion 45mm,de,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_45mm_247437_1St_ck_5f0e2ce.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-45mm,/buerste-ceramic-ion-45mm,043755,"Seidiger Glanz und perfektes Styling: Universelle Rundbürste mit ionisierenden Borsten, die eine statische Aufladung der Haare reduzieren.","22,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Das Haar halbtrocken föhnen und anschließend kleine Partien abteilen. Die Bürste am Haaransatz ansetzen und den Föhn auf den Bürstenkörper richten. Das Haar erst auf hoher Stufe und dann kalt föhnen. Die Bürste kurz im Haar auskühlen lassen, entfernen – voilà!",
Spa Relaxing Body Wash ,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_relaxing_body_wash_329767_50ml_ef75ba3.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-relaxing-body-wash?childSku=4040218855142,/spa-relaxing-body-wash?childSku=4040218855142,003132,Entspannende Reinigung für den Körper,"9,50 €","190,00 € / 1 l",50 ml,Hautpflege,"Mit den Händen oder einem Waschhandschuh auf der angefeuchteten Haut verteilen, aufschäumen und mit warmem Wasser abspülen.","AQUA (WATER), LAURYL GLUCOSIDE , SODIUM LAURETH SULFATE, SODIUM LAUROYL OAT AMINO ACIDS, PARFUM (FRAGRANCE), BETAINE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, FRUCTOOLIGOSACCHARIDES, ALPHA-GLUCAN OLIGOSACCHARIDE, BETA VULGARIS (BEET) ROOT EXTRACT, INULIN, MARIS SAL (SEA SALT), PHENOXYETHANOL, SODIUM BENZOATE, SODIUM GLUCONATE, SODIUM LACTATE, COCO-GLUCOSIDE , GLYCERYL OLEATE, LACTIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, TROMETHAMINE, LIMONENE, SODIUM CITRATE, BENZOIC ACID, CITRUS LIMON PEEL OIL, SODIUM POLYPHOSPHATE, CITRUS AURANTIUM PEEL OIL, DEHYDROACETIC ACID, CITRIC ACID, POTASSIUM LACTATE, TETRASODIUM EDTA, PINENE, CITRAL, ETHYLHEXYLGLYCERIN, TOCOPHEROL, HYDROGENATED VEGETABLE GLYCERIDES CITRATE, LECITHIN, ASCORBYL PALMITATE"
Essentiel Classic Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:essentiel_classic_shampoo_247241_100ml_793ea71.jpg/feed-media.jpg,https://www.labiosthetique.de/essentiel-classic-shampoo?childSku=4040218856842,/essentiel-classic-shampoo?childSku=4040218856842,120896,"Das milde, zart duftende Pflegeshampoo bietet sanfte Reinigung, für die tägliche Haarwäsche und die ganze Familie.","10,50 €","105,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,Gleichmäßig im feuchten Haar und auf der Kopfhaut verteilen und einmassieren. Anschließend gründlich ausspülen.,"AQUA (WATER), SODIUM LAURETH SULFATE, PROPYLENE GLYCOL, COCO-BETAINE, BETAINE, SODIUM CHLORIDE, DISODIUM COCOAMPHODIACETATE , PHENOXYETHANOL, PARFUM (FRAGRANCE), SODIUM BENZOATE, POLYQUATERNIUM-7, BENZOIC ACID, POLYQUATERNIUM-10, SODIUM POLYPHOSPHATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LACTIC ACID, DEHYDROACETIC ACID, TROMETHAMINE, LIMONENE, CITRIC ACID, SODIUM ACETATE, ISOPROPYL ALCOHOL, ETHYLHEXYLGLYCERIN"
Comforting Micellar Cleansing Milk,de,https://image.labiosthetique.com/i/square-1440/m2-product:comforting_micellar_cleansing_milk_391978_50ml_c94cf3d.jpg/feed-media.jpg,https://www.labiosthetique.de/comforting-micellar-cleansing-milk?childSku=4040218868142,/comforting-micellar-cleansing-milk?childSku=4040218868142,003051,"Die milde Reinigungsmilch beruhigt empfindliche Gesichtshaut, während sie Make-up und Schmutz ebenso sanft wie zuverlässig entfernt und ein Austrocknen der Haut verhindert. Für alle Liebhaber von Clair de Teint Sensitif wird dies Ihr neues Lieblingsprodukt.","6,50 €","130,00 € / 1 l",50 ml,Hautpflege,"Die sanfte Reinigungsmilch morgens und abends auf Gesicht, Hals und Dekolleté auftragen, mit etwas Wasser emulgieren und gründlich abspülen.","AQUA (WATER), DECYL OLEATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, C14-22 ALCOHOLS, HYDROGENATED COCO-GLYCERIDES, C12-20 ALKYL GLUCOSIDE, SODIUM LAUROYL OAT AMINO ACIDS, HYDROXYACETOPHENONE, SODIUM STEAROYL GLUTAMATE, XANTHAN GUM, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL"
